Li2O,SiO2,Al2O3,ZnO,MgO,Na2O,K2O,TiO2,ZrO2,P2O5,As2O3,B2O3,BaO,CaO,SrO,SnO2,Fe2O3,MnO2,CoO,CeO2,V2O5,Sb2O3,Nd2O3,Cr2O3,MoO3,F,La2O3,Ta2O5,Cl,LD,β-spodumene,β-quartz s.s,LM,Keatite,Petalite,LiAlSi3O8,LiAlSi2O6,KMK,Cristobalite,Li4SiO4,Mullite,Tridymite
1.79245030574857,56.21049087759039,32.183949712724996,0.0,0.28780099493875194,0.44262007655606495,0.4036183997903319,2.1673685904406397,0.0,2.8382462784242697,3.6734547637859793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8180952978895,52.8444432964112,31.0195777397612,0.450311029721028,0.0,0.42854579932747394,0.781568568273088,1.87756175006171,0.0,1.76656932216892,0.0,0.0,6.9976589603005905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01566823608529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6351547942118487,56.57115288486426,28.756733726689582,0.0,0.3392891473933558,0.6087732711399766,0.9252182121383443,2.577528296325508,0.0,0.0,1.3880265698987089,0.0,4.518439020211907,0.0,0.0,0.6344201911123155,0.0,0.0,0.0,0.0,0.0,2.0452638860141787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4251120346143593,54.693494199492875,26.39877641935659,0.0,0.0,0.3378346769254528,0.3850827688253978,2.3943353897907986,0.0,2.514481954973319,0.0,0.0,6.686607133685676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.164275422335518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0377023901362197,57.79182782996959,27.523417128705695,0.23132263952639098,0.34353834639595693,0.44028388787097594,0.6691467757881229,1.4751093318956698,0.0,3.4282512782734393,0.0,0.0,1.0892921843746097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.970108207063329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1429458175370595,59.379789309985085,24.862187713877695,0.46707842113087994,0.17341509326655297,0.533403311367661,0.270223459476199,1.4892440686910198,0.0,1.2215651780771497,0.0,0.0,5.278703801785259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.181443824805429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8030933835951206,56.80323465435833,32.375049170882114,0.0,0.2895098782386832,0.44524823306122824,0.4060149750457212,2.180237830137971,0.0,2.855099005661441,2.8425128690194015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.779147066864559,56.04884874138808,31.945086314455985,0.0,0.28566498850418187,0.43933503116629785,0.4006228177241669,2.151282776504339,0.0,2.8171813327839685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.132830930608418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8588004087652252,53.574509612792696,31.009314092737217,0.5627025405210574,0.16713444103801553,0.2570424021749633,0.7813099656584068,0.5520413262176236,0.0,1.7659848060250065,1.0939909947050726,0.0,6.35940327264746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.015001298982973,0.0,0.0,0.0,0.0,0.0,0.0,0.002764837734293038,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7189808221245357,57.076073396097684,30.04385817334517,0.22845769804395333,0.2827363402047981,0.0,0.0,1.5689046533754358,0.0,1.991642487775144,0.0,0.0,2.1516025015882736,0.0,0.0,0.8458797783079931,0.0,0.0,0.0,0.0,0.0,4.0904609911211125,0.0,0.0,0.0,0.0,0.0,0.0,0.001403158015904659,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
